-3,0.7352264307574244429462070998263811935044
-2.9,0.5679048303279482969045428207414162441209
-2.8,0.4153417978106288455623744609272602005504
-2.7,0.2780161531291729550335202449000486284169
-2.6,0.1587252587915583339612455397238609690000
-2.5,0.0639977180655497055488885455826529000996
-2.4,0.0070535995134608904298486136777541964176
-2.3,0.0142118923739653938150762443165568601521
-2.2,0.1397436776398370523262180185338497671076
-2.1,0.5038821143134872621241801314537787712400
-2.0,1.4043194777921484348186703250122719785104
